email,label,prob_spam,pred_class
use perl daily newsletter in this issue this week on perlNUMBER porters NUMBER NUMBER september NUMBER the great perl monger cull of NUMBER this week on perlNUMBER porters NUMBER NUMBER september NUMBER posted by rafael on monday september NUMBER NUMBER NUMBER summaries URL that s on a week like this that you realize that lots of porters are european and managed to free themselves for yapc europe or were they on the contrary too busy in the big blue room on the other hand the number of bug reports stayed at its habitual average level this story continues at URL discuss this story at URL the great perl monger cull of NUMBER posted by ziggy on monday september NUMBER NUMBER NUMBER news URL NUMBER davorg writes if you take a look at NUMBER list of local groups on the NUMBER perl mongers web site you ll see that it s just got a good deal shorter over the last month or so i ve been making strenuous efforts to contact all of the groups we had listed to see which ones were still active what you see is the result of this exercise almost half of the groups have been removed because they haven t responded to my emails if your local group still exists but is no longer listed then that means that i don t have an update to date contact for your group please NUMBER let me know if that s the case discuss this story at URL links NUMBER mailto dave URL NUMBER URL NUMBER URL NUMBER mailto user_groups URL copyright NUMBER NUMBER pudge all rights reserved you have received this message because you subscribed to it on use perl to stop receiving this and other messages from use perl or to add more messages or change your preferences please go to your user page URL you can log in and change your preferences from there ,0,2.626652972163951e-71,0
there seem to be two drivers for the classifier now neale pickett s URL and the original URL according to the readme txt URL hasn t been kept up to date is there anything in there that isn t covered by URL about the only useful feature of URL that URL doesn t yet copy is u which calculates spamness for an entire mailbox this feature can easily be copied into URL URL also has a large collection of tokenizers but URL rules so i m not sure how interesting that is now therefore i propose to nuke URL after adding a u feature anyone against i imagine that skip or barry might have a stake in URL tim seems to have moved all code he s working to other modules guido van rossum home page URL ,0,8.50356385010875e-37,0
 well it looks pretty much NUMBER sure that we will be moving in on nov NUMBER to the new house i think the only thing that stops us now are acts of dieties and total economic collapse so no one mention the dow for the next few weeks in preperation we drove to best buy tonight and picked up the test core for the wifi net i got a linksys befwNUMBERsNUMBER NUMBER for the router hub wireless ap firewall etc and a linksys wifi pcmcia card for the laptop i made one false move so it took about NUMBER mins all told to set up the card the router and the other NUMBER machines in the house on the wire ether hub all vfery neat very easy and very very cool set up via the webinterface i have to dig into the firewall nat routing features some more i have been reading up the wifi security blackpaper on ars technica but all in all a smooth move now the place im at now the house soon to be the ex house has lots of funky things going on in the walls and in the area we are in essentialy a gravel pit recption of all types suck and transmisions get goofy inside the pit that being said with NUMBER walls and NUMBER feet between the ap and the pcmica card no external antena on it im still getting NUMBERmbs and at least NUMBER goodness some cool things about the new house its a NUMBER job so no metal works inthe walls to speak of mostly wood and plaster we dont have a microwave and our cordless phines are on NUMBERmhz yea so i can use my bear cat to listen in on some calls with kids in the house is that such a bad thing ben or heather if you read this years from now well by then i hope youare better at countermoeasures ok enough testing for tonight i gota say being able to do this in bed by vncing via wifi to my desktop is a blast oh no wifes pillow is heading this way duckkkkk URL ,0,3.956107659904313e-44,0
klez the virus that won t die already the most prolific virus ever klez continues to wreak havoc andrew brandt from the september NUMBER issue of pc world magazine posted thursday august NUMBER NUMBER the klez worm is approaching its seventh month of wriggling across the web making it one of the most persistent viruses ever and experts warn that it may be a harbinger of new viruses that use a combination of pernicious approaches to go from pc to pc antivirus software makers symantec and mcafee both report more than NUMBER new infections daily with no sign of letup at press time the british security firm messagelabs estimates that NUMBER in every NUMBER e mail messages holds a variation of the klez virus and says that klez has already surpassed last summer s sircam as the most prolific virus ever and some newer klez variants aren t merely nuisances they can carry other viruses in them that corrupt your data URL _______________________________________________ irregulars mailing list irregulars URL URL ,0,2.0927301983629185e-14,0
wanna see sexually curious teens playing with each other on webcam URL our webcam link me and my dorm mate are eating each other out as we speak see you soon baby tiffany kludlkaiplcqcnnaigaybaxhesrhltsp ,1,0.9999629071533652,1
i m still seeing razor reporting bomb out with a small variety of messages would reinitializing something here help or does razor do that as needed anyway and this just reflects trouble at the servers also since these are reports i m making from within mutt it s annoying that the error messages garble the x window a bit if there s nothing constructive to do about razor failing can i at least turn off the failure messages one way or the other i d rather not see them whit on wed sep NUMBER NUMBER at NUMBER NUMBER NUMBERpm NUMBER whit blauvelt wrote i m getting no servers available about half the time in the last few days this is with razor NUMBER is there something i need adjust in the installation here or are the servers just down overloaded thanks whit this URL email is sponsored by thinkgeek welcome to geek heaven URL _______________________________________________ razor users mailing list razor users URL URL ,0,8.452307279811205e-47,0
the doctor wears many hats including but not limited to a rubber skullcap for playing water polo a beret for making sparkling wines and an oversized fedora to deflect his own cigar smoke which he regularly blows up my cough geege original message from fork admin URL mailto fork admin URL on behalf of jim whitehead sent monday september NUMBER NUMBER NUMBER NUMBER pm to fork subject re introductions aren t you dr gregory a bolcer dutch uncle of pNUMBERp i thought he was greg bolcer recovering xpilot doom junkie jim ,0,1.411676638289789e-22,0
 what is mime mime stands for multipurpose internet mail extensions it is the standard for how to send multipart multimedia and binary data using the world wide internet email system typical uses of mime include sending images audio wordprocessing documents programs or even plain text files when it is important that the mail system does not modify any part of the file mime also allows for labelling message parts so that a recipient or mail program may determine what to do with them how can i read a mime message since mime is only a few years old there are still some mailers in use which do not understand mime messages however there are a growing number of mail programs that have mime support built in one popular mime capable mailer for unix vms and pcs is pine developed at the university of washington and available via anonymous ftp from the host URL in the file pine pine tar z in addition several proprietary email systems provide mime translation capability in their internet gateway products however even if you do not have access to a mime capable mailer or suitable gateway there is still hope there are a number of stand alone programs that can interpret a mime message one of the more versatile is called munpack it was developed at carnegie mellon university and is available via anonymous ftp from the host URL in the directory pub mpack there are versions available for unix pc mac and amiga systems for compabibility with older forms of transferring binary files the munpack program can also decode messages in split uuencoded format does mime replace uuencode yes uuencode has been used for some time for encoding binary files so that they can be sent via internet mail but it has several technical limitations and interoperability problems mime uses a more robust encoding called baseNUMBER which has been carefully designed to survive the message transformations made by certain email gateways how can i learn more about mime the mime internet standard is described in rfc NUMBER available via anonymous ftp from many different internet hosts including o us east coast address URL NUMBER NUMBER NUMBER NUMBER o us west coast address URL NUMBER NUMBER NUMBER NUMBER o pacific rim address URL NUMBER NUMBER NUMBER NUMBER o europe address URL NUMBER NUMBER NUMBER NUMBER look for the file rfc rfcNUMBER txt another source of information is the internet news group comp mail mime which includes a periodic posting of a frequently asked questions list URL ,0,7.163661990851189e-61,0
 tim i d prefer to strip html tags from everything but last time i tried that it still had bad effects on the error rates in my corpora guido your corpora are biased in this respect though newsgroups have a strong social taboo on posting html but in many people s personal inboxes it is quite abundant we re in violent agreement there the comments in URL say that as strongly as possible and i ve repeated it endlessly here too but so long as i was the only one doing serious testing it was a dubious idea to make the code maximally clumsy for me to use on the URL task wink getting a good ham corpus may prove to be a bigger hurdle than i though my own saved mail doesn t reflect what i receive since i save and throw away selectively much more so than in the past yup the system picks up on everything in the tokens graham s proposed delete as ham and delete as spam keys would probably work very well for motivated geeks but paul svensson has pointed out here that they probably wouldn t work nearly so well for real people ah that explains why the html tags didn t get stripped i d again offer to add an optional argument to tokenize so that they d get stripped here too but if it gets glossed over a third time that would feel too much like a loss wink i ll bite sounds like a good idea to strip the html in this case i d like to see how this improves the f p rate on this corpus i ll soon check in this change def tokenize_body self msg retain_pure_html_tags false generate a stream of tokens from an email message if a multipart alternative section has both text plain and text html sections the text html section is ignored this may not be a good idea e g the sections may have different content html tags are always stripped from text plain sections by default html tags are also stripped from text html sections however doing so hurts the false negative rate on tim s comp lang python tests where html only messages are almost never legitimate traffic if optional argument retain_pure_html_tags is specified and true html tags are retained in text html sections you should do a cvs up and establish a new baseline first as i checked in a pure win change in the wee hours that cut the fp and fn rates in my tests ,0,4.541461638788308e-80,0
i m getting no servers available about half the time in the last few days this is with razor NUMBER is there something i need adjust in the installation here or are the servers just down overloaded thanks whit this URL email is sponsored by thinkgeek welcome to geek heaven URL _______________________________________________ razor users mailing list razor users URL URL ,0,2.0456241963308496e-18,0
url URL date NUMBER NUMBER NUMBERtNUMBER NUMBER NUMBER NUMBER NUMBER some dysfunctional woman ,0,5.118101337421781e-07,0
 s stephen d williams sdw lig net writes s the purpose of our lives is to be free of all addictive traps s and thus become one with the ocean of living love one choice is a psychosis two a neurosis ven joan shikai woodward northern mountain order of the white wind zen community just a thought oh yes the bits women in zen URL gary lawrence murphy garym URL teledynamics communications blog URL biz URL computers are useless they can only give you answers picasso ,0,1.2932887155829829e-20,0
url URL date wed NUMBER sep NUMBER NUMBER NUMBER NUMBER gmt fred grott how to keep rdf and rss straight NUMBER NUMBER URL ,0,2.636430594620976e-10,0
url URL date not supplied a nintendo newsletter from NUMBER is going for ober NUMBER on ebay link NUMBER discuss NUMBER _ thanks billy hayes _ NUMBER URL NUMBER URL ,0,9.01506969552264e-07,0
 take control of your computer with this top of the line software symantec systemworks NUMBER professional software suite this special package includes six yes NUMBER feature packed utilities all for NUMBER special low price of only NUMBER NUMBER this software will protect your computer from unwanted and hazardous viruses help secure your private valuable information allow you to transfer files and send e mails safely backup your all your data quick and easily improve your pc s performance w superior integral diagnostics you ll never have to take your pc to the repair shop again that s six yes NUMBER feature packed utilities NUMBER great price a NUMBER combined retail value yours only NUMBER NUMBER limited time offer price includes free shipping why so cheap you ask you are buying online wholesale direct from the warehouse to you and for a limited time buy NUMBER of any software get NUMBER free don t fall prey to destructive viruses or programs protect your computer and your valuable information and click here to order now http NUMBER NUMBER NUMBER NUMBER erik or cut paste the above link in your browser s url bar for more questions or to order call us toll free anytime NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER NUMBER we are strongly against sending unsolicited emails to those who do not wish to receive our special mailings you have opted in to one or more of our affiliate sites requesting to be notified of any special offers we may run from time to time we also have attained the services of an independent NUMBERrd party to overlook list management and removal services the list code in which you are registered is marked at the bottom of this email if you do not wish to receive further mailings please click here http NUMBER NUMBER NUMBER NUMBER erik remove asp to be removed from the list please accept our apologies if you have been sent this email in error we honor all removal requests iaes international association of email security approved list serial NUMBEReNUMBERtyuNUMBER ssiNUMBERusa ,1,1.0,1
here are numbers that come from a study of a couple of thousand swedes with no reference to sexual preference that i could find the point would seem to be that NUMBER sexual activity follows a power curve with a few people a la wilt chamberlain having an extaordinarily large number of sexual contacts ev en in a short period of time and NUMBER a tendency for men to have more partners than women i have no idea being a statistical ignoramus whether the fact that there seem to be more men than women at the extremely promiscuous end of the sex partners distribution curve means that you d get even more extreme results in a group of men who chiefly have sex with other men URL for example the mean number of partners since sexual initiation for women is approximately NUMBER and in a sample of less than NUMBER swedish women we find an individual with NUMBER partners for men the mean is approximately NUMBER and we find an individual with NUMBER partners which is almost NUMBER times larger than the mean so somehow don juan was not such an extraordinary case but just one data point in a wide spectrum of behaviors that can be observed as for gay men there is indeed anecdotal evidence of cases of extreme promiscuity among gay men you can read about it in randy schiltz s and the band played on he writes about bathhouse culture pre hiv he also discusses how in the gay politics of the time there was a sub culture of what you might call radical gay men who argued and acted on the argument that having many partners was an essential part of what being gay actually was it was an explicitly political statement monogamy is an artifact of straight culture that view seems to have died in more ways than one part of the point of schiltz s book was to condemn the role that it and bathhouse culture played in spreading the aids epidemic that eventually killed schiltz among so many others this doesn t let eugen off the hook but it is accurate to say that there was a cult of promiscuity that was particular to the gay community tom ,0,5.660376039128863e-57,0
it was the spring of NUMBER i was just a tall goofy looking kid in middle school with buck teeth and freckles each day in the cafeteria i walked from table to table stealing other kids lunch money no i didn t rob them with a gun or a knife i just made them a little deal let me borrow two dollars today i said and i ll bring you five dollars next week the investment was too good to pass up and other kids were throwing their lunch money at me like gravy on mashed potatoes of course when next week rolled around and i couldn t pony up the cash i promised to pay them even more the week after that if they would just let me keep their investment a little bit longer eventually the end of the year came and went high school started and with it came girls and homework and parties and sports and those poor kids from eighth grade had more things on their mind than last year s lunch money i made off with a tidy sum for a middle school kid and i didn t even get beat up hidden inside this story are the two greatest stock market secrets you will ever learn first of all greed is your number one enemy you re not going to turn NUMBER into NUMBER in a week so cash out when you re ahead don t wait for the boat to sink before grabbing the lifejacket second never trust an investment adviser of any kind they are looking out for their own money not yours the professionals those stuffy investment counselors and money managers will always tell you that the best time to buy is now according to those guys the longer you keep your money in the market the more money you re going to make ask them when is the best time to sell and their answer is never in a sense they are right if you put NUMBER NUMBER in an index fund right now you ll probably have over a million dollars in thirty or forty years but here s the problem do you want to wait thirty or forty years to be rich hell no you want the money now so you can enjoy it it s hard to make use of your fortune when you re seventy years old in a wheelchair if you could make a million dollars in the next few years what would you do with it where would you travel what kind of car would you buy the fact is youth is the best time to be rich if your goal is to make quick profits in the market volatility is your ally and stability your enemy you want to see those large upswings two hundred points in a day followed by the four hundred point crash a week later you don t care if the market went up or down NUMBER this year as long it was unstable that s how you re going to make the money what i m talking about here is day trading my father invests the traditional way he holds some good stocks and he goes up NUMBERk and down NUMBERk in the long term of NUMBER NUMBER years he makes money the day trader buys or sells NUMBER NUMBER shares of xyz for a NUMBER NUMBER profit in a NUMBER NUMBER minute trade he acts quickly taking advantage of all the information at his disposal about a certain stock and estimating whether it will go up or down within hours sometimes within minutes i can teach you how to do this and how to make amazing amounts of money at it it s not rocket science and you only need to learn a few basic principles to get started society would have you believe that successful trading is complicated and requires formal training the truth is wealthy people use very simple investment strategies to make money popular media and investment professionals portray successful trading as difficult and complex to scare you out of the boxing ring they don t want the competetion and they sure as hell don t want you paying a few dollars to an online trading firm to execute a trade for which they d charge you forty or fifty dollars they make their money only if you believe two lies NUMBER that investing is too difficult and risky for the average person NUMBER that using an investment adviser who charges a high commission is safer than trading online for a few bucks per trade here is what the financial gurus in today s society absolutely positively do not want you to know the strategies for profitable day trading are in fact so simple that anyone can do it provided they spend a few hours of studying after reading over NUMBER financial books and publications during the past decade and after using day trading to successfully make more than four million dollars in the stock market i ve learned the following lessons achieving financial success is incredibly simple anyone can do it it only takes a few hours to learn when i discovered the secret to day trading i didn t become wealthy overnight if you want instant cash drive to wal mart buy a ski mask and a shotgun and rob your local bank the only way to get rich quick or otherwise is through hard work knowledge and determination after learning the fundamentals of day trading i started practicing the trading art itself and the first few weeks brought modest gains the next few months gave me the practical experience i needed to really earn a living and i was pulling close to a six figure income in less than three years with no formal financial training minimal effort and only moderate risk i had made my first million the knowledge that i gained during those formative trading years i am willing to share with you in my new book the master trader you will learn from my mistakes and from my successes as i teach you the simple secret formula for day trading that i ve used profitably year after year the income of the day trader can be staggering thousands even hundreds of thousands of dollars can be made or lost within minutes the difference between making money and losing your shirt is simply this knowledge i will provide that knowledge and i will give you a winning edge at this high stakes game average income of a day trader NUMBER average an income in excess of NUMBER NUMBER per year NUMBER average an income in excess of NUMBER NUMBER per year NUMBER average an income in excess of NUMBER NUMBER per year NUMBER average an income between NUMBER NUMBER and NUMBER NUMBER per year NUMBER average an income between NUMBER NUMBER and NUMBER NUMBER per year after reading the master trader you will discover extremely profitable simple yet powerful trading methods that give you an almost unfair trading advantage and make you win despite the current market weakness here is just a snippet of what i will teach you make money whether a stock goes up or down learn how to get in and out of stocks within split seconds learn exactly what stocks to trade the exact price to buy them and the exact price to sell them save thousands of dollars by learning to avoid the mistakes beginners make learn how to trade stocks like a pro and how to make money consistently in every market learn proven strategies that give you the highest chance for great success profit on huge intraday price swings make money on the biggest news stories actively manage your risks and learn how to realize maximum returns learn how to use the tools and information wall street professionals use learn how to develop and maintain a winning state of mind it s time to ask yourself am i going to listen to the professionals who say buy buy buy but never sell or am i going to take control of my own financial future and start making money right now in the stock market who is looking out for your best economic interests some wealthy wall street stockbroker or yourself with the master trader e book you will learn everything you need to know in order to get started with day trading from choosing the best broker in order to take advantage of the lowest commissions and instant order executions to professional trading strategies that make professional traders millions of dollars the master trader e book is the most comprehensive yet easy to understand and straight forward book ever written about active trading if you are serious about success in short term stock trading order today and start paving the road to your own financial future oh and remember that scraggly kid in the eighth grade his high school friends laughed when he said he was going to make money in the stock market six years later he bought a beach front home on the california coast with cash oops they weren t laughing anymore in a rollercoaster market like we have today day trading is the fastest track to wealth if you re looking for a long term retirement investment with no risk that goes up NUMBER a year then by all means this ain t your kind of game but if you want the quickest possible way to make a fortune in the market with the lowest element of risk then order the master trader e book right now i promise to teach you all of the secrets that helped me become a millionaire through successful day trading you don t need to know anything about the market and anyone can do it with minimum effort it s an easy game to win if you know how the pieces move order the master trader e book right now for only NUMBER NUMBER by clicking on the link below URL our company is strictly opposed to unsolicited emails to be removed from this list please send an email to bulkexpert URL NUMBERovubNUMBER NUMBERmjzyNUMBERimwkNUMBER NUMBERfukkNUMBERzaxpNUMBER NUMBERumulNUMBER ,1,1.0,1
hello elias tuesday october NUMBER NUMBER NUMBER NUMBER NUMBER pm you wrote e bitbitch URL wrote turns out the music industry settled quite a hefty settlement e funnky i thought that it was minor in comparison the the gouging that e occurs on a standard cd the wall street journal copyright c NUMBER dow jones company inc tuesday october NUMBER NUMBER five music concerns to pay NUMBER NUMBER million in price fixing case reuters news service the companies which didn t admit any wrongdoing will pay NUMBER NUMBER million in cash to compensate consumers who overpaid for cds between NUMBER and NUMBER the companies also agreed to distribute NUMBER NUMBER million worth of cds to public entities and nonprofit organizations throughout the country e the cds will probably cost less than NUMBER NUMBER million to produce and e distribute didn t admit any wrongdoing give me a break e elias toobad none of this will go back to any of the people who were forced to pay the rates best regards bitbitch mailto bitbitch URL ,0,2.745097096632441e-26,0
to view this newsletter in full color URL media unspun what the press is reporting and why www mediaunspun com october NUMBER NUMBER in this issue bush covers the waterfront the biggest cable hookup editor s note is media unspun useful to you then pass it on to a colleague the more readers we have the more successful we ll be the more successful we are the more useful we can be to you pass it on media unspun serves business news and analysis authoritatively and irreverently every business day an annual subscription costs NUMBER less than a dollar a week if your four week free trial is coming to an end soon please visit URL and sign up via credit card or check advertisement pop tech NUMBER october NUMBER NUMBER NUMBER camden maine join NUMBER big thinkers to discuss the collision of technology and culture register now at URL bush covers the waterfront it may seem like all iraq all the time in the oval office but the president has at least one other thing on his mind this week that pesky port lockout the freight still isn t moving factories are running out of parts produce is rotting and retailers are more freaked about christmas with every passing day on monday bush stepped in and appointed a three member panel to see how badly this shutdown is hosing the economy we hope this isn t a difficult question as the panel s been given all of one day to report back when bush gets the report on tuesday the next step might be a court order to reopen the ports under the NUMBER taft hartley act that would send employees back to work for NUMBER days while federal mediators duke it out over the disputed contract and retailers lower their xanax dosages invoking taft hartley requires a threat to national health or safety not the economy but labor secretary elaine chao covered that base in a statement on monday saying the work stoppage threatens the flow of supplies to the military we knew iraq would be in here somewhere union officials quickly responded that their members have been unloading military cargo throughout the NUMBER day shutdown said the l a times but an anonymous bush administration official said that only a portion of what the defense department needs has made it ashore politically this has been a tricky one using taft hartley would annoy labor right before congressional elections on the other hand voter discontent with bush s handling of the increasingly fragile economic recovery has begun showing up in polls and such concerns may have outweighed the political danger to the republican administration said the san francisco chronicle also bush stepped in on the same day that a poll reported two thirds of americans wanted him to focus more on the economy though the administration promised an unbiased examination of the lockout bush appeared to have made up his mind that it was hurting national security and the economy andmerited federal intervention said the ap as for taft hartley it s not exactly famous for solving labor disputes often the NUMBER day cooling off period ends and workers simply walk out again or get locked out again in this case one gets the sense however that fixing the dockworkers contract isn t the point of this particular NUMBER days it s NUMBER days until christmas the race is on jen muehlbauer president acts to halt port lockout for NUMBER days seattle times URL bush expected to act on ports crisis URL president moves toward forcing the reopening of west coast ports URL bush takes step toward halting lockout after west coast port talks break off ap URL white house intervenes on docks dispute financial times URL cooling off period likely in port fight sf chronicle URL bush moves toward halting port shutdown URL trouble on the docks URL paid subscription required charges of politics have dogged taft hartley act URL taft hartley act no quick fix for port dispute reuters URL advertisement special offer save NUMBER on a subscription to mit technology review get an inside view into the technologies deals and companies emerging from one of the leading research institutes mit URL the biggest cable hookup wo birds want to join forces and the fcc is about to cry fowl we mean foul the two dominant direct broadcast satellite players want to join forces the better to compete with big cable federal regulators both the fcc and the justice department are concerned that the resulting conglomerate of directv with dish network would command roughly NUMBER of satellite service in the us the press could not settle on a price tag for the proposed merger between echostar communications and hughes electronics it was described as being worth anywhere from NUMBER billion and NUMBER billion it was a challenge to keep the players straight as some outlets talked of a merger between the corporate parents and others referred to the service monikers hughes is directv and echostar is dish all straight the two companies sent a letter to the fcc urging them to hold off ruling on read rejecting the merger until the justice department has spoken echostar and hughes offered unspecified major revisions to the deal that they want to discuss with justice in the next weeks the wall street journal delved deeply into the form those revisions could take specifically selling some frequencies to cablevision the journal reported that cablevision has wanted to get into the satellite business for NUMBER years and outlined the cable company s plans and past spending on such a project URL turned in an extensive analysis of the deal for investors in the satellite space it seems the market for expanded service television may be nearing saturation URL quoted an analyst s report which concluded consumers should benefit from continued rivalry but shareholders may realize much smaller returns the new york times and the journal both mentioned rupert murdoch waiting in the wings last year murdoch s news corp bid for directv but lost out at the last minute to echostar if the current deal falls through he ll be back keith dawson echostar and hughes propose concessions in bid to save deal URL paid subscription required regulators set to block echostar s hughes purchase URL paid subscription required last ditch effort rocky mountain news URL echostar hughes see a glimmer of hope URL f c c asked to put off merger ruling URL echostar hughes ask fcc to defer decision URL echostar hughes offer merger changes reuters URL delay in satellite tv merger ok requested ap URL echostar hughes seek to delay ruling URL echostar pleads to fcc on merger denver post URL other stories sec probes aol oxygen pact for double booking of revenue URL paid subscription required tivo raises NUMBER million in stock offering ap URL worldcom officer pleads guilty to fraud URL two magazines are shut and a third revamps URL regulators say they have csfb smoking gun URL expected cold winter could increase natural gas prices URL frozen world found beyond pluto URL fool me once URL new northwest system for internet bookings URL the fastest growing tech companies URL debating the baby bells URL paid subscription required silicon valley is yearning for user friendly microsoft URL paid subscription required do you want to reach the net s savviest audience advertise in media unspun contact erik vanderkolk for details at erikvanderkolk URL today staff written by deborah asbrand dasbrand world std com keith dawson dawson world std com jen muehlbauer jen englishmajor com and lori patel loripatel hotmail com copyedited by jim duffy jimduffyNUMBER URL advertising erik vanderkolk erikvanderkolk URL editor and publisher jimmy guterman guterman vineyard com media unspun is produced by the vineyard group inc copyright NUMBER media unspun inc and the vineyard group inc subscribe already willya URL redistribution by email is permitted as long as a link to URL is included ________________ powered by URL to be removed from this list use this link URL to receive future messages in html format use this link URL to change your subscriber information use this link URL ,0,5.940333003063377e-100,0
 attention this is a must for all computer users new special package deal norton systemworks NUMBER software suite professional edition includes six yes NUMBER feature packed utilities all for NUMBER special low price NUMBER feature packed utilities NUMBER great price a NUMBER combined retail value free shipping hyperlink click here now ,1,1.0,1
url URL date NUMBER NUMBER NUMBERtNUMBER NUMBER NUMBER NUMBER NUMBER img URL abc news ,0,2.60526031439633e-07,0
matthias saou matthias egwn net wrote you re really better off backuping all placed where you know you ve hand edited or installed some files for me that s only etc root and home then you reinstall cleanly formating put your home files back into place and you re ready to go matthias i gotta believe you i ve been using your rpms for some time now that s the way i ll do it a clean start but with the old configs at the ready for diff ing when needed i ll find some old hd for those media files that s angle as in geometry _______________________________________________ rpm list mailing list rpm list freshrpms net URL ,0,6.789372182680609e-36,0
url URL date NUMBER NUMBER NUMBERtNUMBER NUMBER NUMBER NUMBER NUMBER rome dispatch italy s post fascist national alliance is behind two controversial attempts to commemorate the country s military past writes philip willan ,0,6.402535036133348e-09,0
url URL date tue NUMBER sep NUMBER NUMBER NUMBER NUMBER gmt ny times NUMBER google s automated editors appeared to match the work of human competitors NUMBER URL ,0,2.367911334384976e-13,0
the times december NUMBER NUMBER university boom creates era of sexual tolerance by helen rumbelow the boom in university education has led to a sea change in britain s tolerance of homosexuality according to a report just under half the people now believe that homosexuality is always or mostly wrong down from three quarters NUMBER years ago according to the british social attitudes survey regarded as one of the best indicators of popular opinion that trend is mirrored by the attitude towards ethnic minorities with NUMBER per cent of people now saying they are not at all racially prejudiced compared with NUMBER per cent in NUMBER geoffrey evans a politics professor at oxford university decided to focus on what has caused britain to become more open minded in a report published today the study from the national centre for social research is based on interviews with a cross section of NUMBER NUMBER people young people are much more tolerant than their elders with a quarter of twentysomethings believing that homosexual sex is always wrong compared with two thirds of pensioners but the key to converting a bigot is to send him or her to college with graduates twice as accepting of homosexuals as those with no gcses and a third less racist that transformation happened no matter what social class the student came from and with NUMBER per cent of young people now attending university it was a powerful social effect professor evans said mr blair s famous mantra education education education seems far less consequential now than when first announced in NUMBER as britain struggles with an overburdened health service and the reality that as more and more people get degrees degrees buy less and less he said but the growth of higher education can provide a bulwark against the undermining of liberal democracy through intolerance he added he decided to see whether the tolerance conferred by schooling was just political correctness by testing how many civil rights the educated would give to an unattractive minority white supremacists again people scored higher the longer they had spent at school and university with nearly two thirds of graduates saying that white supremacists should have the right to give television interviews or stand in elections three times as many as those with no qualifications it is not clear why those with higher education are more tolerant the report says adding that it may be simply because university students have increased contact with alternative points of view professor evans also looked at whether the young may grow out of their idealism but found the opposite to be true thirtysomethings were more than twice as likely to say there was nothing wrong with homosexuality as they were when they were in their early twenties he said that as these groups of more educated young people replaced the older generation britain would become an ever more relaxed place soft drugs have also grown in widespread acceptability with more than half the country wanting cannabis to be legalised compared with a third seven years ago that is probably because the use of cannabis is now so widespread with a quarter of those surveyed saying that they had tried it a third of labour voters twice as many as conservatives had tried the drug and being young living in london and having a degree also increased the chances one issue that bucks the trend is hard drugs most take a strong position on heroin that has got stronger over the past seven years now the proportion of people who believe that heroin dealers should always be prosecuted has crept up to NUMBER per cent the views on heroin show that britain is by no means becoming a liberal free for all alison park co director of the study said people are making quite a clear distinction between what they think of as right and wrong on other matters the survey indicates that almost half those questioned think that most of the social security budget goes on unemployment benefits in fact they account for NUMBER per cent that union membership has fallen by a fifth in the past NUMBER years with just under a third of workers in a union and that half those questioned oppose secondary school selection in NUMBER the figure was NUMBER per cent the survey also indicates that NUMBER per cent of men aged between NUMBER and NUMBER live with their parents twice as many as women to unsubscribe from this group send an email to forteana unsubscribe URL your use of yahoo groups is subject to URL ,0,3.178956510681758e-96,0
 cool i wonder what you d look like standing in front of a bunch of corporate executives URL that s why for example orth is trying to catch the interest of the military with fabrics that change color when conductive fibers stitched into the cloth heat and cool the material s thermochromatic inks the army wants fully addressable interactive camouflage she says so that when you re standing in front of bricks your clothing looks like bricks when you re in grass you look like grass accomplishing that would be like a space program for e textiles ,0,5.700797773813985e-11,0
attn i am edward mulete jr the son of mr steve mbeki mulete from zimbabwe i am sorry this mail will surprise you though we do not know my mother mrs clara got your contact through her private search due to the current war against white farmers in zimbabwe and the support of president robert mugabe to claim all white owned farms in our country to gain favor for re election all white farmers were asked to surrender their farms to the government for re distribution and infact to his political party members and my father though black was the treasury of the farmers association and a strong member of an opposition party that did not support the president idea he then ordered his party members and the police under his pay row to invade my father s farm and burn down everything in the farm they killed my father and took away a lot of items from his farm after the death of my father our local pastor and a close friend of my father handed us over will documents with instructions from my father that we should leave zimbabwe incase anything happen to him the will documents has a certificate of deposit confirming a deposit kept in custody for us in a security company unknown to the company that the content is money hence it was deposited as personal belongings and ensure that we do not remain here as we could easily be found by his enemies the total amount is us NUMBER NUMBERm we are therefore soliciting for your assistance to help us move the fund out of zimbabwe as our fate and future is far from reality hence this mail to you the president s present ban of international press into zimbabwe and the drop from office of the finance minister to avoid giving white farmers fund transfer clearance above us NUMBERm is just a few of the unthinkable things he is committing in my country i have tried to reach my father s close friend mr john casahans from australia also a farmer who was leaving in zimbabwe with us but left with his family late last year following this ugly development to no avail should you be interested to help us contact me immediately via email for easy communication and i will furnish you with the time frame and modalities of the transaction we have concluded a wonderful plan of caring out the transfer within two weeks please note that this transaction isNUMBER confidential and risk free and will not endanger you or us in any way we have resolved to give you NUMBER of the total sum upon confirmation of the fund in any account of your choice were the incident of taxation will not take much tool on the money and we look forward to coming over to your country to invest our share and settle there i will a private phone so that our conversation can be NUMBER confidential please do not use the reply button reply only to edmuleteNUMBER URL please take note god bless you indeed as you help yourself and us mr edward mulete irish linux users group social events social URL URL for un subscription information list maintainer listmaster URL ,1,1.0,1
